Estilo,Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
SUV 4 portas,2010,210.0,6.0,35.40548,23235
seda,2016,300.0,6.0,48.2802,32510
SUV 4 portas,2016,170.0,4.0,46.67086,22395
picape cabine simples,1994,116.0,4.0,37.01482,2000
hatchback 2 portas,2009,170.0,5.0,48.2802,16300
SUV 4 portas,2017,365.0,6.0,32.1868,58021
seda,1999,236.0,5.0,40.2335,2382
seda,2009,200.0,4.0,46.67086,25870
seda,2016,185.0,4.0,56.3269,22140
picape cabine dupla,2016,355.0,8.0,37.01482,51390
seda,2005,203.0,6.0,37.01482,28090
seda,2010,227.0,6.0,41.84284,35625
SUV 4 portas,2017,208.0,4.0,49.88954,34850
cupe,2008,330.0,6.0,41.84284,36200
seda,2015,420.0,8.0,37.01482,65350
perua,2010,158.0,4.0,49.88954,17995
perua,2017,252.0,4.0,45.06152,44000
SUV 4 portas,2009,171.0,4.0,45.06152,22935
SUV 4 portas,2017,194.0,4.0,41.84284,29070
SUV 4 portas,2017,295.0,6.0,40.2335,45090
minivan de passageiros,1995,161.0,4.0,32.1868,2000
seda,2015,338.0,6.0,54.71756,61330
perua,2016,250.0,5.0,46.67086,39600
conversivel,2008,150.0,5.0,45.06152,24315
picape cabine dupla,2015,325.0,6.0,41.84284,33655
minivan de carga,2016,131.0,4.0,41.84284,21760
picape cabine dupla,2016,261.0,6.0,35.40548,23000
picape cabine estendida,2009,207.0,6.0,30.57746,24535
SUV 4 portas,2016,355.0,8.0,37.01482,59700
picape cabine dupla,2015,261.0,6.0,35.40548,25510
picape cabine estendida,2015,200.0,4.0,41.84284,21775
seda,2017,184.0,4.0,54.71756,24195
seda,2004,200.0,6.0,40.2335,22370
seda,2017,292.0,6.0,48.2802,29995
picape cabine dupla,2009,292.0,8.0,30.57746,33670
SUV 4 portas,2016,420.0,8.0,35.40548,72970
picape cabine simples,1991,170.0,8.0,20.92142,2000
SUV 4 portas,2016,250.0,4.0,40.2335,53250
seda,2016,155.0,4.0,65.98294,20045
seda,2000,132.0,4.0,49.88954,2000
SUV 4 portas,2007,252.0,6.0,33.79614,26199
picape cabine dupla,2015,385.0,8.0,35.40548,49420
seda,2004,170.0,6.0,43.45218,23085
hatchback 4 portas,2017,109.0,4.0,62.76426,17980
SUV 2 portas,1991,150.0,6.0,35.40548,2000
hatchback 4 portas,2014,98.0,4.0,70.81096,20500
picape cabine dupla,2015,261.0,6.0,33.79614,35260
seda,1998,125.0,4.0,51.49888,2000
SUV 4 portas,2008,264.0,6.0,38.62416,29745
hatchback 2 portas,2013,200.0,4.0,49.88954,24200
seda,2005,108.0,4.0,61.15492,10985
picape cabine dupla,2008,210.0,6.0,32.1868,24010
SUV 4 portas,2015,148.0,4.0,48.2802,24195
seda,2000,210.0,6.0,40.2335,2381
hatchback 4 portas,2016,98.0,4.0,65.98294,14685
seda,2015,293.0,6.0,45.06152,43800
seda,2011,218.0,6.0,46.67086,32000
picape cabine dupla,2010,320.0,8.0,33.79614,45815
seda,2014,429.0,8.0,37.01482,68500
seda,2015,310.0,6.0,45.06152,69750
picape cabine dupla,2015,305.0,6.0,38.62416,34115
conversivel,2014,455.0,8.0,46.67086,58000
seda,2017,485.0,8.0,40.2335,44995
seda,2016,306.0,6.0,41.84284,43035
seda,2015,333.0,6.0,41.84284,48400
picape cabine simples,2016,381.0,8.0,28.96812,29950
picape cabine simples,1995,116.0,4.0,40.2335,2000
seda,2015,240.0,4.0,54.71756,40300
hatchback 4 portas,2016,109.0,4.0,57.93624,14230
cupe,2009,173.0,4.0,40.2335,26225
SUV 4 portas,2016,270.0,6.0,38.62416,33475
hatchback 4 portas,2015,99.0,4.0,74.02964,21765
perua,2009,280.0,6.0,38.62416,44885
seda,2016,335.0,6.0,48.2802,53285
minivan de passageiros,2007,242.0,6.0,37.01482,28895
picape cabine simples,1990,160.0,6.0,30.57746,2000
seda,2016,240.0,4.0,54.71756,43650
minivan de carga,2004,185.0,6.0,38.62416,22600
SUV 4 portas,2015,290.0,6.0,40.2335,31700
conversivel,2004,178.0,4.0,38.62416,25730
SUV Conversível,1994,66.0,4.0,41.84284,2000
minivan de passageiros,2008,240.0,6.0,37.01482,24250
SUV 4 portas,2017,228.0,4.0,49.88954,35100
seda,2017,362.0,6.0,46.67086,52000
van de passageiros,2017,275.0,6.0,30.57746,40925
SUV 4 portas,2016,184.0,4.0,53.10822,28570
SUV 4 portas,2015,280.0,6.0,45.06152,50340
SUV 4 portas,2009,285.0,6.0,32.1868,33445
SUV 2 portas,2002,203.0,6.0,32.1868,23055
perua,2002,130.0,4.0,45.06152,16455
seda,2015,220.0,4.0,51.49888,43800
conversivel,2009,218.0,4.0,41.84284,54990
minivan de passageiros,1999,158.0,6.0,35.40548,2234
hatchback 2 portas,2008,170.0,5.0,46.67086,16675
hatchback 2 portas,2016,210.0,4.0,53.10822,29125
SUV 4 portas,2015,270.0,6.0,38.62416,38050
seda,2008,148.0,4.0,53.10822,14410
SUV 4 portas,2010,303.0,6.0,33.79614,44300
SUV 4 portas,2006,300.0,8.0,30.57746,35350
seda,2015,138.0,4.0,64.3736,18235
hatchback 2 portas,2003,140.0,4.0,53.10822,18140
hatchback 4 portas,2015,74.0,3.0,67.59228,14295
seda,2011,148.0,4.0,48.2802,18999
picape cabine estendida,1998,119.0,4.0,38.62416,2692
seda,2011,210.0,4.0,45.06152,35340
seda,2016,304.0,6.0,45.06152,34065
seda,2015,130.0,4.0,62.76426,20720
hatchback 4 portas,2016,148.0,4.0,59.54558,19795
hatchback 4 portas,2017,138.0,4.0,57.93624,17905
seda,1994,113.0,4.0,48.2802,2000
perua,2014,268.0,6.0,40.2335,39570
picape cabine estendida,1997,220.0,8.0,27.35878,3431
picape cabine simples,2015,285.0,6.0,38.62416,33215
minivan de passageiros,2015,266.0,6.0,40.2335,41035
picape cabine estendida,2016,381.0,8.0,28.96812,32650
SUV 4 portas,2016,185.0,4.0,41.84284,28200
seda,2016,707.0,8.0,35.40548,65945
seda,2016,231.0,4.0,49.88954,47495
SUV 4 portas,2016,166.0,4.0,49.88954,24995
hatchback 4 portas,2006,240.0,6.0,38.62416,23265
hatchback 4 portas,2016,148.0,4.0,54.71756,18795
SUV 4 portas,2016,355.0,8.0,35.40548,55030
picape cabine simples,2004,202.0,6.0,30.57746,20490
SUV 4 portas,2016,240.0,4.0,40.2335,32900
seda,2015,485.0,8.0,40.2335,47995
picape cabine dupla,2017,390.0,8.0,33.79614,37670
minivan de passageiros,2003,185.0,6.0,35.40548,29740
conversivel,2002,115.0,4.0,43.45218,20475
seda,2015,180.0,4.0,51.49888,25020
seda,2009,164.0,4.0,48.2802,19275
SUV 4 portas,2015,300.0,6.0,38.62416,42950
cupe,2009,260.0,4.0,48.2802,23425
SUV 4 portas,2011,210.0,6.0,35.40548,21590
hatchback 2 portas,1991,152.0,4.0,38.62416,2000
seda,2002,122.0,4.0,51.49888,14299
seda,2016,138.0,4.0,56.3269,18970
van de carga,2001,175.0,6.0,24.1401,20850
seda,2014,305.0,6.0,41.84284,45510
minivan de passageiros,2005,200.0,6.0,37.01482,22950
perua,2017,160.0,4.0,48.2802,23695
SUV 4 portas,2016,182.0,4.0,51.49888,26450
SUV 4 portas,2016,146.0,4.0,51.49888,21210
perua,2008,253.0,6.0,35.40548,30310
perua,2015,302.0,6.0,43.45218,59000
hatchback 2 portas,2016,101.0,4.0,64.3736,16995
seda,2017,360.0,6.0,51.49888,47800
picape cabine estendida,2017,381.0,8.0,28.96812,31620
hatchback 4 portas,2017,300.0,6.0,41.84284,63200
seda,2017,252.0,4.0,49.88954,48000
seda,2015,293.0,6.0,45.06152,38200
minivan de passageiros,2015,266.0,6.0,37.01482,40655
hatchback 2 portas,2016,210.0,4.0,49.88954,27095
SUV 4 portas,2015,445.0,8.0,35.40548,70100
SUV 4 portas,2016,281.0,6.0,35.40548,44295
seda,1994,113.0,4.0,48.2802,2000
seda,2004,200.0,6.0,43.45218,21385
seda,2005,194.0,6.0,38.62416,24899
cupe,2008,148.0,4.0,53.10822,15675
perua,2009,210.0,4.0,43.45218,35315
seda,1996,260.0,8.0,38.62416,2158
SUV 4 portas,2014,240.0,6.0,40.2335,39700
SUV 4 portas,2015,302.0,4.0,48.2802,40050
picape cabine estendida,2004,231.0,8.0,27.35878,29275
hatchback 2 portas,2000,79.0,4.0,61.15492,2000
cupe,2016,435.0,8.0,40.2335,36395
cupe,2005,240.0,6.0,41.84284,28355
SUV 4 portas,2015,260.0,6.0,45.06152,39000
SUV 4 portas,1996,95.0,4.0,38.62416,2000
SUV 4 portas,2009,285.0,6.0,32.1868,42615
seda,2016,145.0,4.0,59.54558,15990
conversivel,2011,230.0,6.0,45.06152,34500
SUV 4 portas,2015,185.0,4.0,53.10822,29395
SUV 4 portas,2009,263.0,8.0,28.96812,47615
hatchback 4 portas,2015,192.0,4.0,49.88954,27530
picape cabine estendida,1995,153.0,6.0,27.35878,2436
seda,2016,485.0,8.0,40.2335,39995
hatchback 4 portas,2012,138.0,4.0,49.88954,19495
hatchback 4 portas,2015,252.0,4.0,51.49888,24370
seda,2009,138.0,4.0,48.2802,15550
SUV 4 portas,2002,205.0,6.0,32.1868,28450
SUV 4 portas,2015,240.0,4.0,38.62416,36600
seda,2013,180.0,4.0,46.67086,28999
SUV 4 portas,2015,281.0,6.0,38.62416,36555
seda,2015,305.0,4.0,37.01482,38495
perua,2015,160.0,4.0,53.10822,20695
cupe,2005,108.0,4.0,61.15492,10455
conversivel,2011,210.0,4.0,43.45218,45080
picape cabine dupla,2015,236.0,6.0,33.79614,37615
picape cabine estendida,2015,381.0,8.0,28.96812,30340
seda,1999,140.0,4.0,46.67086,3000
picape cabine dupla,2016,285.0,6.0,38.62416,39535
seda,2013,210.0,4.0,53.10822,24170
conversivel,1993,100.0,4.0,46.67086,2000
conversivel,2015,211.0,4.0,49.88954,43350
picape cabine simples,2015,282.0,6.0,37.01482,34745
picape cabine simples,2009,310.0,8.0,30.57746,26015
seda,2010,164.0,4.0,54.71756,25925
cupe,2005,140.0,4.0,53.10822,14410
seda,2015,160.0,4.0,57.93624,18460
seda,2017,140.0,4.0,64.3736,21300
hatchback 4 portas,2012,200.0,4.0,49.88954,26875
cupe,2006,242.0,6.0,41.84284,23430
SUV 2 portas,1992,160.0,6.0,32.1868,2000
minivan de passageiros,2015,169.0,4.0,45.06152,25185
conversivel,2015,210.0,4.0,49.88954,29895
seda,2015,306.0,6.0,45.06152,40065
conversivel,1993,315.0,8.0,30.57746,5140
picape cabine dupla,2016,305.0,6.0,38.62416,35300
seda,2015,150.0,4.0,56.3269,27050
conversivel,2009,150.0,5.0,45.06152,25990
SUV 4 portas,2016,175.0,4.0,53.10822,27395
picape cabine estendida,1992,230.0,8.0,25.74944,2000
hatchback 4 portas,2009,158.0,4.0,45.06152,16495
seda,1996,240.0,5.0,38.62416,2000
seda,2015,182.0,4.0,61.15492,24720
van de passageiros,2017,275.0,6.0,30.57746,42075
seda,2016,320.0,6.0,53.10822,45800
SUV 4 portas,2015,272.0,6.0,41.84284,52900
conversivel,2017,455.0,8.0,40.2335,59450
picape cabine estendida,1998,150.0,6.0,33.79614,2756
SUV 4 portas,2008,300.0,8.0,30.57746,37105
seda,2015,170.0,4.0,57.93624,31790
seda,2016,173.0,4.0,56.3269,21250
hatchback 2 portas,2015,210.0,4.0,49.88954,28675
perua,2017,170.0,4.0,54.71756,29970
hatchback 2 portas,2017,101.0,4.0,53.10822,15990
cupe,1991,225.0,8.0,35.40548,2000
hatchback 4 portas,2014,265.0,4.0,40.2335,29495
conversivel,2014,170.0,4.0,51.49888,25170
SUV 4 portas,2015,355.0,8.0,37.01482,46300
SUV 4 portas,2012,244.0,4.0,38.62416,31840
conversivel,1995,160.0,6.0,41.84284,2000
conversivel,2007,330.0,6.0,35.40548,52100
seda,2015,210.0,4.0,53.10822,26920
conversivel,2015,460.0,8.0,46.67086,73450
hatchback 2 portas,1995,345.0,8.0,27.35878,9400
seda,2015,290.0,6.0,54.71756,39375
seda,1993,148.0,6.0,35.40548,2729
picape cabine simples,2015,285.0,6.0,35.40548,37800
cupe,2012,348.0,6.0,43.45218,51700
SUV 4 portas,2014,240.0,6.0,40.2335,42700
picape cabine estendida,2008,302.0,8.0,30.57746,27780
SUV 4 portas,2005,185.0,6.0,32.1868,25799
seda,2017,220.0,4.0,56.3269,34200
SUV 4 portas,2017,281.0,6.0,35.40548,28700
picape cabine estendida,2008,210.0,6.0,32.1868,24985
seda,2015,220.0,4.0,51.49888,37600
van de passageiros,2016,275.0,6.0,30.57746,33325
seda,2015,200.0,4.0,62.76426,26790
picape cabine estendida,2007,295.0,8.0,30.57746,26930
SUV 4 portas,2016,175.0,4.0,53.10822,30695
van de carga,1999,175.0,6.0,25.74944,2118
perua,2015,134.0,4.0,64.3736,26675
seda,2016,180.0,4.0,51.49888,23480
picape cabine estendida,1999,220.0,8.0,25.74944,3908
perua,2016,134.0,4.0,64.3736,26675
van de carga,2014,285.0,8.0,27.35878,32535
hatchback 4 portas,2007,150.0,5.0,45.06152,18185
minivan de passageiros,2004,185.0,6.0,35.40548,33625
conversivel,1992,152.0,4.0,38.62416,2000
cupe,2014,200.0,4.0,48.2802,24700
seda,2017,300.0,6.0,43.45218,38670
SUV 4 portas,2014,184.0,4.0,48.2802,26065
hatchback 4 portas,2017,152.0,4.0,56.3269,22495
minivan de passageiros,2017,169.0,4.0,43.45218,27590
picape cabine simples,2002,120.0,4.0,37.01482,19434
picape cabine estendida,2008,210.0,6.0,32.1868,22030
picape cabine estendida,1999,160.0,6.0,30.57746,3514
SUV 4 portas,2017,303.0,6.0,40.2335,41550
seda,2016,170.0,4.0,53.10822,30900
picape cabine estendida,2008,302.0,8.0,30.57746,30760
picape cabine estendida,1991,170.0,8.0,20.92142,2000
hatchback 2 portas,1992,93.0,4.0,46.67086,2000
cupe,2007,330.0,6.0,35.40548,50100
picape cabine estendida,2015,310.0,8.0,28.96812,33210
SUV 4 portas,2010,260.0,6.0,37.01482,28145
seda,2006,203.0,6.0,41.84284,26380
picape cabine dupla,2015,385.0,8.0,35.40548,51885
cupe,2015,185.0,4.0,54.71756,25450
seda,2013,200.0,4.0,53.10822,28200
seda,2015,185.0,4.0,56.3269,26525
SUV 4 portas,2004,275.0,6.0,28.96812,38120
SUV 4 portas,2004,174.0,6.0,30.57746,25330
picape cabine dupla,2013,332.0,8.0,37.01482,41135
picape cabine estendida,2015,282.0,6.0,37.01482,37630
seda,1992,150.0,6.0,38.62416,2000
SUV 4 portas,2010,239.0,5.0,28.96812,33390
picape cabine simples,2010,143.0,4.0,43.45218,17820
minivan de passageiros,2000,150.0,4.0,38.62416,2008
van de passageiros,2014,285.0,8.0,27.35878,36030
picape cabine dupla,2016,261.0,6.0,35.40548,25840
hatchback 2 portas,1994,178.0,6.0,35.40548,2000
cupe,2017,650.0,8.0,32.1868,61140
cupe,1997,155.0,4.0,41.84284,3910
seda,2015,110.0,4.0,75.63898,26235
seda,1992,176.0,5.0,38.62416,2000
cupe,1991,170.0,6.0,40.2335,2000
SUV 4 portas,2016,178.0,4.0,51.49888,29995
picape cabine estendida,2017,355.0,8.0,32.1868,44815
seda,2011,108.0,4.0,56.3269,15365
hatchback 4 portas,2017,98.0,4.0,61.15492,15925
SUV 4 portas,2016,173.0,4.0,41.84284,27395
seda,2013,180.0,4.0,46.67086,27199
picape cabine dupla,2015,385.0,8.0,33.79614,52845
SUV 4 portas,2016,288.0,6.0,35.40548,49890
seda,2016,268.0,6.0,49.88954,31370
hatchback 4 portas,2015,84.0,4.0,62.76426,15095
seda,2017,153.0,4.0,62.76426,20150
perua,2007,255.0,6.0,35.40548,27600
SUV 4 portas,2012,332.0,8.0,37.01482,54775
SUV 4 portas,2016,380.0,6.0,35.40548,71260
hatchback 4 portas,2013,278.0,6.0,45.06152,34990
picape cabine simples,2016,282.0,6.0,37.01482,35630
hatchback 4 portas,2017,292.0,4.0,48.2802,40475
cupe,2015,200.0,4.0,48.2802,27695
minivan de passageiros,2015,266.0,6.0,40.2335,35000
picape cabine estendida,1990,160.0,6.0,30.57746,2000
SUV 4 portas,2005,185.0,6.0,32.1868,22299
cupe,2007,306.0,6.0,38.62416,30600
SUV 4 portas,2015,240.0,4.0,49.88954,43900
SUV 4 portas,2015,182.0,4.0,51.49888,24520
minivan de passageiros,1999,158.0,6.0,35.40548,2055
picape cabine simples,1992,116.0,4.0,35.40548,2000
picape cabine dupla,2008,345.0,8.0,27.35878,41350
conversivel,2014,170.0,4.0,51.49888,29395
seda,2006,203.0,6.0,37.01482,26080
conversivel,2016,240.0,4.0,54.71756,49700
cupe,2014,275.0,6.0,48.2802,52600
picape cabine dupla,2007,300.0,8.0,25.74944,38425
SUV 4 portas,2016,141.0,4.0,54.71756,21265
cupe,1995,160.0,6.0,43.45218,2000
cupe,2015,455.0,8.0,46.67086,64450
SUV 4 portas,2017,295.0,6.0,43.45218,43020
conversivel,2015,170.0,4.0,51.49888,25595
picape cabine estendida,2001,150.0,6.0,30.57746,20030
seda,1999,200.0,6.0,41.84284,2702
SUV 4 portas,2004,165.0,6.0,33.79614,16999
picape cabine estendida,2009,207.0,6.0,30.57746,22985
seda,2003,205.0,6.0,43.45218,29670
picape cabine dupla,2016,355.0,8.0,35.40548,48500
seda,2011,292.0,8.0,37.01482,44460
hatchback 2 portas,1994,88.0,4.0,54.71756,2000
hatchback 2 portas,1992,92.0,4.0,53.10822,2000
picape cabine simples,2006,395.0,8.0,28.96812,39240
van de carga,1997,200.0,6.0,27.35878,2000
SUV 4 portas,2016,302.0,4.0,45.06152,47200
seda,1992,81.0,4.0,48.2802,2000
picape cabine simples,2015,285.0,6.0,35.40548,30910
seda,2016,305.0,4.0,37.01482,39995
picape cabine simples,1990,105.0,4.0,40.2335,2000
seda,2012,180.0,4.0,46.67086,27549
hatchback 2 portas,2016,210.0,4.0,49.88954,25995
conversivel,2016,155.0,4.0,57.93624,31270
hatchback 2 portas,1998,320.0,6.0,35.40548,6710
seda,2015,360.0,6.0,57.93624,44400
seda,2015,132.0,4.0,61.15492,22025
hatchback 2 portas,2008,170.0,5.0,46.67086,15600
SUV 4 portas,2015,180.0,4.0,45.06152,29505
SUV 2 portas,2003,203.0,6.0,28.96812,26915
minivan de carga,2005,190.0,6.0,28.96812,25430
minivan de passageiros,2003,200.0,6.0,35.40548,31835
hatchback 2 portas,1999,161.0,6.0,35.40548,4090
hatchback 2 portas,1991,141.0,6.0,40.2335,2000
perua,2005,203.0,6.0,35.40548,26840
minivan de passageiros,1999,158.0,6.0,35.40548,2152
SUV 4 portas,2016,182.0,4.0,45.06152,22150
picape cabine estendida,2016,310.0,8.0,28.96812,34000
picape cabine estendida,1999,119.0,4.0,38.62416,2857
cupe,2009,330.0,6.0,41.84284,36650
cupe,2015,348.0,6.0,40.2335,27950
SUV 4 portas,2004,185.0,6.0,32.1868,24499
seda,2009,227.0,6.0,41.84284,29265
seda,2014,305.0,4.0,37.01482,34495
picape cabine dupla,2009,310.0,8.0,30.57746,31880
SUV 4 portas,2011,265.0,6.0,40.2335,37250
seda,2007,203.0,6.0,37.01482,28460
SUV 4 portas,2016,182.0,4.0,51.49888,30620
hatchback 4 portas,2017,109.0,4.0,62.76426,16380
minivan de passageiros,1991,90.0,4.0,28.96812,2000
seda,2016,302.0,6.0,45.06152,55600
seda,2009,107.0,4.0,54.71756,14100
SUV 4 portas,2017,235.0,4.0,45.06152,37185
hatchback 4 portas,2014,128.0,4.0,53.10822,15920
SUV 4 portas,2015,240.0,4.0,41.84284,37070
seda,1998,150.0,6.0,43.45218,2000
cupe,1991,162.0,6.0,37.01482,2000
conversivel,2015,210.0,4.0,46.67086,35975
seda,2004,108.0,4.0,57.93624,11685
cupe,1990,110.0,4.0,48.2802,2000
cupe,2015,272.0,4.0,49.88954,47095
SUV 4 portas,2017,316.0,4.0,40.2335,51600
hatchback 4 portas,2007,150.0,5.0,45.06152,17110
SUV 4 portas,2009,337.0,8.0,32.1868,39995
van de passageiros,2013,225.0,8.0,25.74944,29455
SUV 4 portas,2017,280.0,4.0,40.2335,43675
minivan de passageiros,2000,158.0,6.0,37.01482,2266
seda,2016,311.0,6.0,45.06152,54115
seda,2016,250.0,5.0,46.67086,38300
SUV 4 portas,2016,260.0,6.0,43.45218,33150
picape cabine estendida,2007,310.0,8.0,28.96812,31665
hatchback 4 portas,2015,148.0,4.0,53.10822,20995
picape cabine simples,1997,134.0,4.0,37.01482,2241
SUV 4 portas,2016,290.0,6.0,43.45218,55230
seda,2005,155.0,4.0,45.06152,15649
SUV 4 portas,2017,166.0,4.0,48.2802,24495
SUV 4 portas,2017,200.0,4.0,38.62416,34500
SUV 4 portas,2016,300.0,6.0,43.45218,46800
seda,2011,342.0,8.0,38.62416,55370
picape cabine estendida,2017,159.0,4.0,37.01482,26205
seda,2015,185.0,4.0,56.3269,23175
minivan de passageiros,1990,138.0,4.0,35.40548,2000
hatchback 4 portas,2015,170.0,4.0,57.93624,20995
hatchback 4 portas,2017,106.0,4.0,56.3269,18000
SUV 4 portas,2016,420.0,8.0,35.40548,68025
SUV 4 portas,2016,295.0,6.0,40.2335,44990
seda,2017,208.0,4.0,61.15492,32400
minivan de passageiros,2003,185.0,6.0,38.62416,21365
seda,2017,138.0,4.0,57.93624,20415
SUV 4 portas,2017,175.0,4.0,48.2802,29775
SUV 4 portas,2010,171.0,4.0,45.06152,20405
hatchback 4 portas,2014,98.0,4.0,70.81096,23915
seda,2015,148.0,4.0,74.02964,25660
SUV 4 portas,2017,355.0,6.0,41.84284,58100
seda,1993,101.0,4.0,46.67086,2000
hatchback 4 portas,2007,217.0,6.0,45.06152,19795
conversivel,2017,186.0,4.0,54.71756,46550
picape cabine simples,1999,220.0,8.0,27.35878,2922
perua,2014,318.0,6.0,41.84284,51695
SUV 4 portas,2017,303.0,6.0,37.01482,40755
seda,1994,142.0,6.0,41.84284,2000
picape cabine simples,1994,116.0,4.0,40.2335,2000
SUV 4 portas,2006,250.0,6.0,33.79614,34195
seda,2013,200.0,4.0,51.49888,25045
seda,2012,218.0,6.0,43.45218,36100
picape cabine simples,2002,120.0,4.0,40.2335,13961
perua,2008,253.0,6.0,37.01482,28265
picape cabine dupla,2015,305.0,6.0,38.62416,29705
perua,2009,260.0,4.0,43.45218,40765
seda,2015,416.0,8.0,37.01482,67050
minivan de passageiros,2004,190.0,6.0,25.74944,26195
SUV 4 portas,2016,260.0,6.0,45.06152,34400
hatchback 2 portas,1997,118.0,4.0,48.2802,2000
seda,2005,215.0,6.0,37.01482,31105
seda,2006,298.0,6.0,38.62416,31200
seda,2015,292.0,6.0,43.45218,44895
picape cabine dupla,2015,385.0,8.0,33.79614,49120
conversivel,2009,235.0,6.0,43.45218,35125
SUV 4 portas,2016,270.0,6.0,33.79614,38565
SUV 4 portas,2016,166.0,4.0,49.88954,24995
seda,2015,170.0,4.0,53.10822,32450
hatchback 4 portas,2016,173.0,4.0,53.10822,18800
seda,2013,201.0,4.0,49.88954,31510
picape cabine simples,1991,116.0,4.0,35.40548,2000
SUV 4 portas,2009,390.0,8.0,32.1868,58400
seda,2015,138.0,4.0,56.3269,17245
picape cabine dupla,2008,310.0,8.0,27.35878,32155
picape cabine simples,2015,381.0,8.0,27.35878,32170
SUV 4 portas,2017,290.0,6.0,37.01482,38700
cupe,2015,375.0,8.0,37.01482,34995
hatchback 2 portas,2010,150.0,5.0,45.06152,18690
hatchback 4 portas,2013,278.0,6.0,48.2802,30890
SUV 4 portas,2016,176.0,4.0,49.88954,31510
seda,2012,180.0,4.0,48.2802,22299
hatchback 2 portas,2007,215.0,6.0,37.01482,34560
SUV 4 portas,2001,190.0,6.0,28.96812,28770
seda,2012,280.0,6.0,46.67086,35705
seda,2005,275.0,8.0,35.40548,51600
hatchback 4 portas,2017,152.0,4.0,59.54558,19895
hatchback 4 portas,2016,155.0,4.0,64.3736,19595
seda,2017,300.0,6.0,48.2802,40040
hatchback 2 portas,2012,200.0,4.0,53.10822,28945
cupe,2016,348.0,6.0,38.62416,33750
seda,2017,375.0,4.0,48.2802,49950
SUV 2 portas,1990,140.0,6.0,32.1868,2000
hatchback 4 portas,2016,170.0,4.0,59.54558,20175
cupe,2015,143.0,4.0,62.76426,19090
hatchback 4 portas,2008,170.0,5.0,46.67086,18650
seda,2015,184.0,4.0,57.93624,25170
seda,2015,241.0,4.0,54.71756,38400
hatchback 2 portas,2009,150.0,5.0,45.06152,18290
SUV 4 portas,2007,268.0,6.0,40.2335,41180
SUV 4 portas,2015,170.0,4.0,45.06152,20150
seda,2015,168.0,4.0,49.88954,20595
seda,2015,173.0,4.0,57.93624,19390
cupe,1991,81.0,4.0,46.67086,2000
picape cabine dupla,2007,295.0,8.0,30.57746,32690
hatchback 4 portas,1996,225.0,4.0,40.2335,2000
hatchback 4 portas,2017,138.0,4.0,57.93624,20905
SUV 4 portas,2002,240.0,6.0,28.96812,34150
seda,2014,304.0,6.0,41.84284,40845
seda,1999,253.0,6.0,38.62416,2000
seda,2016,420.0,8.0,38.62416,64550
seda,2015,220.0,4.0,53.10822,33200
picape cabine dupla,2007,295.0,8.0,30.57746,30570
SUV 4 portas,2017,280.0,6.0,43.45218,37455
SUV 4 portas,2017,300.0,6.0,38.62416,63700
perua,1995,162.0,4.0,38.62416,2000
picape cabine dupla,2015,159.0,4.0,38.62416,23625
seda,2017,180.0,4.0,67.59228,40250
hatchback 4 portas,2013,200.0,4.0,49.88954,28795
perua,2016,303.0,6.0,38.62416,43370
hatchback 4 portas,2017,173.0,4.0,51.49888,19800
SUV 4 portas,2009,171.0,4.0,40.2335,24690
seda,2003,194.0,6.0,38.62416,23999
seda,2015,220.0,4.0,53.10822,35750
hatchback 2 portas,2014,130.0,4.0,62.76426,22490
SUV 4 portas,2016,138.0,4.0,48.2802,31285
picape cabine dupla,2012,320.0,8.0,33.79614,50305
seda,2013,148.0,4.0,48.2802,18799
seda,2015,138.0,4.0,61.15492,20095
SUV 2 portas,1992,230.0,8.0,22.53076,2000
seda,1995,168.0,5.0,41.84284,2000
SUV 4 portas,2016,281.0,6.0,35.40548,34005
hatchback 2 portas,1995,88.0,4.0,54.71756,2000
seda,2005,140.0,4.0,49.88954,20090
hatchback 4 portas,2016,188.0,4.0,49.88954,27230
picape cabine dupla,2016,285.0,6.0,38.62416,35545
SUV 4 portas,2016,260.0,6.0,45.06152,40780
picape cabine simples,1997,200.0,6.0,28.96812,2992
SUV 4 portas,2002,205.0,6.0,32.1868,27100
picape cabine dupla,2016,381.0,8.0,27.35878,38020
picape cabine estendida,2017,159.0,4.0,35.40548,29280
